Acedamic percentage in 10th,percentage in 12th,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,Interested subjects,interested career area,Suggested Job Role
66.25662928,83.85903208,3,3,1,1,yes,no,app development,cloud computing,cloud computing,security,Software Quality Assurance (QA) / Testing
66.25314696,83.86240515,9,2,5,6,yes,yes,machine learning,database security,Computer Architecture,Business process analyst,Software Quality Assurance (QA) / Testing
66.24966465,83.86577822,1,3,5,1,no,yes,shell programming,testing,programming,cloud computing,Software Quality Assurance (QA) / Testing
66.24618233,83.86915128,1,5,5,3,no,yes,machine learning,testing,Management,Business process analyst,Software Quality Assurance (QA) / Testing
66.24270001,83.87252435,5,1,1,3,no,no,shell programming,database security,programming,security,Software Quality Assurance (QA) / Testing
66.23921769,83.87589742,9,5,4,1,no,yes,hadoop,testing,parallel computing,developer,Software Quality Assurance (QA) / Testing
66.23573537,83.87927049,3,2,6,4,yes,no,r programming,cloud computing,Computer Architecture,system developer,Software Quality Assurance (QA) / Testing
66.23225306,83.88264356,8,2,2,6,yes,yes,shell programming,cloud computing,data engineering,developer,Software Quality Assurance (QA) / Testing
66.22877074,83.88601663,7,4,8,4,yes,yes,full stack,database security,Software Engineering,developer,Software Quality Assurance (QA) / Testing
66.22528842,83.8893897,4,2,3,9,no,yes,hadoop,testing,Management,security,Software Quality Assurance (QA) / Testing
66.2218061,83.89276277,5,5,7,4,yes,no,hadoop,system designing,networks,security,Software Quality Assurance (QA) / Testing
66.21832379,83.89613584,3,5,9,8,no,no,hadoop,system designing,Computer Architecture,system developer,Software Quality Assurance (QA) / Testing
66.21484147,83.89950891,7,2,3,6,yes,yes,r programming,database security,networks,system developer,Software Quality Assurance (QA) / Testing
66.21135915,83.90288198,9,6,9,9,no,yes,app development,data science,hacking,developer,Software Quality Assurance (QA) / Testing
66.20787683,83.90625505,7,5,8,6,no,yes,distro making,data science,networks,system developer,Software Quality Assurance (QA) / Testing
66.20439451,83.90962812,5,1,7,1,no,no,app development,system designing,IOT,security,Software Quality Assurance (QA) / Testing
66.2009122,83.91300119,6,4,5,2,no,yes,full stack,web technologies,networks,testing,Software Quality Assurance (QA) / Testing
66.19742988,83.91637426,2,1,5,9,yes,yes,distro making,database security,Computer Architecture,Business process analyst,Software Quality Assurance (QA) / Testing
66.19394756,83.91974733,2,1,5,9,yes,yes,shell programming,data science,networks,developer,Software Quality Assurance (QA) / Testing
66.19046524,83.9231204,7,1,3,6,yes,no,machine learning,cloud computing,parallel computing,system developer,Software Quality Assurance (QA) / Testing
66.18698292,83.92649347,4,2,6,3,no,no,machine learning,web technologies,cloud computing,cloud computing,Software Quality Assurance (QA) / Testing
66.18350061,83.92986654,8,2,9,3,yes,no,distro making,game development,cloud computing,cloud computing,Software Quality Assurance (QA) / Testing
66.18001829,83.9332396,1,0,7,9,yes,no,r programming,database security,cloud computing,Business process analyst,Software Quality Assurance (QA) / Testing
66.17653597,83.93661267,7,5,8,8,no,no,machine learning,system designing,Management,security,Software Quality Assurance (QA) / Testing
66.17305365,83.93998574,5,3,6,7,yes,yes,machine learning,web technologies,cloud computing,testing,Software Quality Assurance (QA) / Testing
66.16957133,83.94335881,9,4,9,1,no,yes,hadoop,web technologies,programming,security,Software Quality Assurance (QA) / Testing
66.16608902,83.94673188,4,4,3,5,yes,no,shell programming,hacking,IOT,system developer,Software Quality Assurance (QA) / Testing
66.1626067,83.95010495,1,4,7,8,no,yes,r programming,testing,Management,system developer,Software Quality Assurance (QA) / Testing
66.15912438,83.95347802,7,1,8,8,no,no,information security,data science,cloud computing,cloud computing,Software Quality Assurance (QA) / Testing
66.15564206,83.95685109,7,2,1,1,no,no,hadoop,hacking,programming,developer,Software Quality Assurance (QA) / Testing
66.15215974,83.96022416,7,0,6,1,yes,no,machine learning,web technologies,Management,developer,Software Quality Assurance (QA) / Testing
66.14867743,83.96359723,7,1,6,3,no,yes,full stack,testing,parallel computing,developer,Software Quality Assurance (QA) / Testing
66.14519511,83.9669703,7,2,1,3,yes,yes,r programming,testing,hacking,testing,Software Quality Assurance (QA) / Testing
66.14171279,83.97034337,9,2,6,1,no,yes,information security,system designing,cloud computing,Business process analyst,Software Quality Assurance (QA) / Testing
66.13823047,83.97371644,9,6,4,2,yes,no,python,cloud computing,networks,security,Software Quality Assurance (QA) / Testing
66.13474815,83.97708951,1,0,2,8,no,yes,hadoop,web technologies,networks,developer,Software Quality Assurance (QA) / Testing
66.13126584,83.98046258,5,0,2,8,no,no,hadoop,database security,Software Engineering,cloud computing,Software Quality Assurance (QA) / Testing
66.12778352,83.98383565,3,4,7,5,no,yes,hadoop,web technologies,networks,system developer,Software Quality Assurance (QA) / Testing
66.1243012,83.98720872,6,1,5,6,no,yes,information security,game development,Software Engineering,cloud computing,Software Quality Assurance (QA) / Testing
66.12081888,83.99058179,4,5,8,8,yes,no,full stack,web technologies,hacking,developer,Software Quality Assurance (QA) / Testing
66.11733657,83.99395486,3,5,1,6,yes,yes,machine learning,cloud computing,parallel computing,security,Software Quality Assurance (QA) / Testing
66.11385425,83.99732793,1,4,9,5,no,no,full stack,cloud computing,IOT,testing,Software Quality Assurance (QA) / Testing
66.11037193,84.00070099,1,1,2,5,yes,no,python,data science,networks,testing,Systems Security Administrator
66.10688961,84.00407406,7,4,7,5,yes,no,shell programming,testing,data engineering,testing,Systems Security Administrator
66.10340729,84.00744713,9,0,6,3,yes,yes,machine learning,system designing,data engineering,security,Systems Security Administrator
66.09992498,84.0108202,8,3,9,1,no,no,machine learning,database security,Computer Architecture,testing,Systems Security Administrator
66.09644266,84.01419327,7,5,1,7,no,yes,machine learning,system designing,parallel computing,system developer,Systems Security Administrator
66.09296034,84.01756634,9,2,1,6,yes,no,shell programming,system designing,IOT,Business process analyst,Systems Security Administrator
66.08947802,84.02093941,2,1,7,5,no,no,distro making,hacking,programming,developer,Systems Security Administrator
66.0859957,84.02431248,7,4,1,1,no,yes,python,web technologies,hacking,cloud computing,Systems Security Administrator
66.08251339,84.02768555,6,1,9,4,yes,yes,machine learning,cloud computing,Computer Architecture,Business process analyst,Systems Security Administrator
66.07903107,84.03105862,2,0,2,7,no,no,information security,data science,parallel computing,testing,Systems Security Administrator
66.07554875,84.03443169,8,0,2,2,yes,yes,r programming,database security,Software Engineering,testing,Systems Security Administrator
66.07206643,84.03780476,5,3,9,6,no,yes,distro making,cloud computing,networks,security,Systems Security Administrator
66.06858411,84.04117783,7,4,4,5,yes,yes,machine learning,system designing,hacking,testing,Systems Security Administrator
66.0651018,84.0445509,9,6,8,4,yes,yes,information security,hacking,cloud computing,security,Systems Security Administrator
66.06161948,84.04792397,9,0,1,6,no,no,full stack,cloud computing,networks,Business process analyst,Systems Security Administrator
66.05813716,84.05129704,2,5,3,8,yes,yes,python,database security,Software Engineering,testing,Systems Security Administrator
66.05465484,84.05467011,4,3,2,4,no,yes,distro making,hacking,programming,security,Systems Security Administrator
66.05117252,84.05804318,5,5,6,6,no,no,information security,system designing,Management,testing,Systems Security Administrator
66.04769021,84.06141625,8,1,9,5,no,yes,machine learning,cloud computing,IOT,developer,Systems Security Administrator
66.04420789,84.06478932,1,3,1,2,no,no,machine learning,web technologies,Software Engineering,Business process analyst,Systems Security Administrator
66.04072557,84.06816238,4,0,3,3,no,yes,machine learning,hacking,hacking,testing,Systems Security Administrator
66.03724325,84.07153545,6,5,6,5,no,no,hadoop,hacking,networks,security,Systems Security Administrator
66.03376094,84.07490852,1,0,7,3,no,no,machine learning,system designing,hacking,cloud computing,Systems Security Administrator
66.03027862,84.07828159,3,5,9,9,yes,no,hadoop,testing,Computer Architecture,developer,Systems Security Administrator
66.0267963,84.08165466,7,4,4,1,yes,yes,distro making,game development,hacking,security,Systems Security Administrator
66.02331398,84.08502773,6,3,4,7,no,no,distro making,data science,data engineering,security,Systems Security Administrator
66.01983166,84.0884008,4,5,4,2,no,yes,app development,system designing,networks,system developer,Systems Security Administrator
66.01634935,84.09177387,3,0,7,7,no,no,app development,data science,Management,developer,Systems Security Administrator
66.01286703,84.09514694,6,3,1,7,no,no,full stack,system designing,Management,cloud computing,Systems Security Administrator
66.00938471,84.09852001,7,2,3,3,yes,yes,distro making,game development,IOT,testing,Systems Security Administrator
66.00590239,84.10189308,2,4,2,2,yes,no,information security,game development,Software Engineering,security,Systems Security Administrator
66.00242007,84.10526615,1,1,1,4,yes,no,machine learning,web technologies,IOT,Business process analyst,Systems Security Administrator
65.99893776,84.10863922,9,1,7,4,yes,yes,shell programming,data science,hacking,security,Systems Security Administrator
65.99545544,84.11201229,3,2,4,7,yes,no,machine learning,database security,cloud computing,developer,Systems Security Administrator
65.99197312,84.11538536,4,5,9,9,yes,no,app development,testing,networks,testing,Systems Security Administrator
65.9884908,84.11875843,5,3,8,3,yes,yes,app development,hacking,data engineering,cloud computing,Systems Security Administrator
65.98500848,84.1221315,7,5,5,7,no,no,shell programming,data science,cloud computing,security,Systems Security Administrator
65.98152617,84.12550457,2,2,6,7,yes,yes,app development,database security,data engineering,testing,Systems Security Administrator
65.97804385,84.12887764,3,6,4,1,no,yes,r programming,database security,networks,system developer,Systems Security Administrator
65.97456153,84.13225071,8,2,4,1,no,no,app development,testing,hacking,cloud computing,Systems Security Administrator
65.97107921,84.13562377,3,0,5,1,no,yes,r programming,web technologies,networks,system developer,Systems Security Administrator
65.96759689,84.13899684,5,6,1,3,yes,yes,shell programming,system designing,parallel computing,developer,Systems Security Administrator
65.96411458,84.14236991,1,3,8,7,no,no,app development,web technologies,parallel computing,cloud computing,Systems Security Administrator
65.96063226,84.14574298,3,3,2,4,yes,yes,r programming,web technologies,networks,testing,Systems Security Administrator
65.95714994,84.14911605,6,0,2,4,yes,yes,full stack,data science,Computer Architecture,security,Systems Security Administrator
65.95366762,84.15248912,6,5,2,9,yes,yes,shell programming,hacking,Management,security,Systems Security Administrator
65.9501853,84.15586219,5,2,6,7,yes,yes,machine learning,database security,cloud computing,cloud computing,Systems Security Administrator
65.94670299,84.15923526,7,2,3,6,yes,no,hadoop,game development,Management,testing,Systems Security Administrator
65.94322067,84.16260833,7,4,2,2,no,yes,information security,data science,data engineering,testing,Systems Security Administrator
65.93973835,84.1659814,7,5,8,3,no,yes,hadoop,cloud computing,Software Engineering,system developer,Systems Security Administrator
65.93625603,84.16935447,5,6,6,2,no,no,python,system designing,cloud computing,cloud computing,Systems Security Administrator
65.93277372,84.17272754,7,0,6,6,no,yes,full stack,hacking,IOT,testing,Systems Security Administrator
65.9292914,84.17610061,6,6,7,8,yes,no,hadoop,data science,hacking,testing,Systems Security Administrator
65.92580908,84.17947368,4,6,5,9,no,yes,machine learning,database security,programming,system developer,Systems Security Administrator
65.92232676,84.18284675,3,6,2,3,yes,yes,r programming,cloud computing,Software Engineering,developer,Systems Security Administrator
65.91884444,84.18621982,9,6,3,5,yes,yes,machine learning,hacking,networks,security,Systems Security Administrator
65.91536213,84.18959289,3,6,5,7,yes,no,r programming,data science,Management,testing,Systems Security Administrator
65.91187981,84.19296596,1,2,4,6,no,yes,shell programming,database security,Management,testing,Systems Security Administrator
65.90839749,84.19633903,7,2,7,9,yes,yes,full stack,cloud computing,parallel computing,system developer,Systems Security Administrator
65.90491517,84.19971209,7,6,7,4,no,yes,full stack,web technologies,Computer Architecture,system developer,Systems Security Administrator
65.90143285,84.20308516,7,1,8,4,no,no,information security,database security,IOT,security,Systems Security Administrator
65.89795054,84.20645823,6,0,9,3,yes,yes,hadoop,game development,IOT,Business process analyst,Systems Security Administrator
65.89446822,84.2098313,2,2,2,1,yes,no,distro making,hacking,parallel computing,Business process analyst,Systems Security Administrator
65.8909859,84.21320437,8,4,8,7,no,no,hadoop,cloud computing,hacking,testing,Systems Security Administrator
65.88750358,84.21657744,3,1,3,7,yes,no,app development,database security,data engineering,developer,Systems Security Administrator
65.88402126,84.21995051,4,6,8,2,no,no,full stack,game development,data engineering,developer,Systems Security Administrator
65.88053895,84.22332358,7,3,6,7,no,yes,app development,data science,Computer Architecture,cloud computing,Systems Security Administrator
65.87705663,84.22669665,6,6,8,5,yes,no,app development,cloud computing,Software Engineering,security,Systems Security Administrator
65.87357431,84.23006972,1,0,4,7,no,no,r programming,testing,Management,Business process analyst,Systems Security Administrator
65.87009199,84.23344279,5,5,2,9,no,no,app development,database security,programming,cloud computing,Systems Security Administrator
65.86660967,84.23681586,3,0,7,7,yes,no,information security,database security,hacking,Business process analyst,Systems Security Administrator
65.86312736,84.24018893,8,1,4,2,yes,no,hadoop,web technologies,hacking,system developer,Systems Security Administrator
65.85964504,84.243562,9,3,4,6,no,yes,shell programming,testing,Computer Architecture,developer,Systems Security Administrator
65.85616272,84.24693507,3,4,3,1,yes,yes,distro making,hacking,hacking,cloud computing,Systems Security Administrator
65.8526804,84.25030814,1,1,9,9,yes,no,distro making,database security,data engineering,security,Systems Security Administrator
65.84919808,84.25368121,8,5,6,1,yes,yes,distro making,hacking,hacking,security,Systems Security Administrator
65.84571577,84.25705428,6,2,1,4,yes,no,python,data science,Software Engineering,testing,Systems Security Administrator
65.84223345,84.26042735,8,2,5,1,no,no,machine learning,system designing,networks,testing,Systems Security Administrator
65.83875113,84.26380042,6,6,7,8,yes,yes,information security,game development,Computer Architecture,testing,Systems Security Administrator
65.83526881,84.26717348,2,1,1,1,no,no,information security,cloud computing,networks,system developer,Systems Security Administrator
65.8317865,84.27054655,1,2,7,3,yes,yes,python,web technologies,hacking,system developer,Systems Security Administrator
65.82830418,84.27391962,9,5,1,7,yes,yes,app development,database security,parallel computing,developer,Systems Security Administrator
65.82482186,84.27729269,5,3,7,9,no,no,shell programming,system designing,Management,developer,Systems Security Administrator
65.82133954,84.28066576,7,3,2,7,yes,no,app development,system designing,hacking,Business process analyst,Systems Security Administrator
65.81785722,84.28403883,6,6,2,3,no,no,machine learning,data science,programming,Business process analyst,Systems Security Administrator
65.81437491,84.2874119,6,5,7,7,yes,no,machine learning,web technologies,networks,Business process analyst,Systems Security Administrator
65.81089259,84.29078497,4,3,5,3,yes,yes,app development,cloud computing,Software Engineering,Business process analyst,Systems Security Administrator
65.80741027,84.29415804,6,2,8,7,yes,no,r programming,hacking,programming,Business process analyst,Systems Security Administrator
65.80392795,84.29753111,4,0,9,4,no,no,shell programming,game development,Software Engineering,developer,Systems Security Administrator
65.80044563,84.30090418,9,0,2,1,yes,yes,r programming,database security,cloud computing,cloud computing,Systems Security Administrator
65.79696332,84.30427725,6,3,2,8,yes,yes,python,web technologies,networks,developer,Systems Security Administrator
65.793481,84.30765032,5,0,3,8,yes,yes,app development,game development,parallel computing,security,Systems Security Administrator
65.78999868,84.31102339,6,6,9,9,yes,yes,python,cloud computing,Software Engineering,developer,Systems Security Administrator
65.78651636,84.31439646,8,4,7,3,no,yes,full stack,game development,programming,cloud computing,Systems Security Administrator
65.78303404,84.31776953,6,2,4,7,no,no,shell programming,database security,data engineering,security,Systems Security Administrator
65.77955173,84.3211426,1,5,7,1,no,no,hadoop,testing,networks,system developer,Systems Security Administrator
65.77606941,84.32451567,7,2,6,4,yes,yes,r programming,testing,Software Engineering,testing,Systems Security Administrator
65.77258709,84.32788874,2,6,6,4,no,no,distro making,game development,data engineering,Business process analyst,Systems Security Administrator
65.76910477,84.33126181,5,2,3,4,yes,yes,full stack,testing,Computer Architecture,cloud computing,Systems Security Administrator
65.76562245,84.33463487,4,5,3,9,yes,yes,information security,hacking,programming,system developer,Systems Security Administrator
65.76214014,84.33800794,6,6,2,8,yes,yes,hadoop,system designing,hacking,developer,Systems Security Administrator
65.75865782,84.34138101,8,3,3,6,no,no,full stack,database security,networks,developer,Systems Security Administrator
65.7551755,84.34475408,6,4,4,4,no,yes,distro making,database security,networks,testing,Systems Security Administrator
65.75169318,84.34812715,1,2,3,8,no,yes,machine learning,data science,Management,developer,Systems Security Administrator
65.74821086,84.35150022,5,3,3,4,no,no,distro making,web technologies,hacking,testing,Systems Security Administrator
65.74472855,84.35487329,7,2,5,7,yes,yes,python,cloud computing,IOT,cloud computing,Systems Security Administrator
65.74124623,84.35824636,6,2,7,4,no,no,hadoop,testing,Computer Architecture,security,Systems Security Administrator
65.73776391,84.36161943,7,4,6,7,no,no,machine learning,system designing,programming,Business process analyst,Systems Security Administrator
65.73428159,84.3649925,5,1,5,1,yes,no,python,web technologies,networks,Business process analyst,Systems Security Administrator
65.73079928,84.36836557,1,3,8,4,no,yes,machine learning,data science,data engineering,cloud computing,Systems Security Administrator
65.72731696,84.37173864,7,6,6,5,yes,no,python,game development,networks,Business process analyst,Systems Security Administrator
65.72383464,84.37511171,6,0,1,3,no,no,machine learning,cloud computing,programming,Business process analyst,Systems Security Administrator
65.72035232,84.37848478,5,6,1,9,no,no,machine learning,hacking,IOT,testing,Systems Security Administrator
65.71687,84.38185785,2,0,2,2,yes,no,distro making,data science,Computer Architecture,system developer,Systems Security Administrator
65.71338769,84.38523092,5,0,2,6,yes,yes,app development,cloud computing,Computer Architecture,system developer,Systems Security Administrator
65.70990537,84.38860399,1,0,9,2,no,yes,r programming,data science,IOT,cloud computing,Systems Security Administrator
65.70642305,84.39197706,3,1,5,1,yes,no,shell programming,game development,parallel computing,developer,Systems Security Administrator
65.70294073,84.39535013,6,2,4,7,no,yes,shell programming,cloud computing,Software Engineering,cloud computing,Systems Security Administrator
65.69945841,84.39872319,5,0,4,4,no,yes,python,hacking,hacking,system developer,Systems Security Administrator
65.6959761,84.40209626,9,5,4,8,yes,no,r programming,system designing,cloud computing,developer,Systems Security Administrator
65.69249378,84.40546933,2,3,8,3,no,yes,information security,testing,parallel computing,testing,Systems Security Administrator
65.68901146,84.4088424,2,2,5,8,no,yes,app development,database security,IOT,developer,Systems Security Administrator
65.68552914,84.41221547,9,2,5,8,no,no,information security,game development,parallel computing,developer,Systems Security Administrator
65.68204682,84.41558854,7,2,8,3,no,yes,app development,data science,networks,testing,Systems Security Administrator
65.67856451,84.41896161,4,2,4,2,no,no,app development,system designing,programming,developer,Systems Security Administrator
65.67508219,84.42233468,8,1,5,7,no,no,python,testing,programming,developer,Systems Security Administrator
65.67159987,84.42570775,1,1,1,5,yes,yes,shell programming,database security,IOT,security,Systems Security Administrator
65.66811755,84.42908082,6,2,4,8,yes,yes,r programming,database security,data engineering,testing,Systems Security Administrator
65.66463523,84.43245389,1,4,4,7,yes,yes,distro making,hacking,Software Engineering,developer,Systems Security Administrator
65.66115292,84.43582696,8,6,9,4,no,yes,python,game development,Computer Architecture,security,Systems Security Administrator
65.6576706,84.43920003,5,1,3,1,no,no,distro making,hacking,programming,developer,Systems Security Administrator
65.65418828,84.4425731,6,4,2,3,yes,no,full stack,system designing,Management,security,Systems Security Administrator
65.65070596,84.44594617,7,0,6,7,no,yes,machine learning,cloud computing,networks,cloud computing,Systems Security Administrator
65.64722364,84.44931924,4,1,6,4,yes,yes,hadoop,cloud computing,parallel computing,testing,Systems Security Administrator
65.64374133,84.45269231,5,5,9,7,no,yes,shell programming,web technologies,cloud computing,developer,Systems Security Administrator
65.64025901,84.45606538,2,2,8,3,no,yes,python,system designing,data engineering,Business process analyst,Systems Security Administrator
65.63677669,84.45943845,1,1,3,2,yes,no,machine learning,hacking,Software Engineering,testing,Systems Security Administrator
65.63329437,84.46281152,6,2,6,6,no,yes,hadoop,hacking,Computer Architecture,Business process analyst,Systems Security Administrator
65.62981206,84.46618458,3,1,8,2,yes,no,shell programming,database security,cloud computing,cloud computing,Systems Security Administrator
65.62632974,84.46955765,1,5,3,3,no,yes,distro making,cloud computing,parallel computing,cloud computing,Systems Security Administrator
65.62284742,84.47293072,1,1,7,6,no,no,app development,testing,Management,developer,Systems Security Administrator
65.6193651,84.47630379,2,5,3,6,yes,no,distro making,system designing,programming,Business process analyst,Systems Security Administrator
65.61588278,65.61588278,3,0,1,6,no,no,python,system designing,Computer Architecture,system developer,Systems Security Administrator
65.61240047,65.61240047,9,2,8,9,yes,no,machine learning,hacking,IOT,security,Systems Security Administrator
65.60891815,65.60891815,7,0,3,8,yes,yes,distro making,database security,networks,Business process analyst,Systems Security Administrator
65.60543583,65.60543583,4,2,2,6,no,yes,information security,cloud computing,Computer Architecture,developer,Systems Security Administrator
65.60195351,65.60195351,3,3,6,8,yes,yes,r programming,hacking,networks,Business process analyst,Systems Security Administrator
65.59847119,65.59847119,1,6,9,9,yes,yes,hadoop,web technologies,programming,testing,Systems Security Administrator
65.59498888,65.59498888,9,5,7,6,yes,yes,shell programming,testing,data engineering,testing,Technical Support
65.59150656,65.59150656,7,5,5,1,yes,no,full stack,testing,parallel computing,cloud computing,Technical Support
65.58802424,65.58802424,3,0,4,3,no,no,machine learning,hacking,networks,cloud computing,Technical Support
65.58454192,65.58454192,2,2,8,7,no,yes,full stack,cloud computing,parallel computing,Business process analyst,Technical Support
65.5810596,65.5810596,3,2,7,4,no,no,r programming,cloud computing,networks,system developer,Technical Support
65.57757729,65.57757729,6,0,6,3,no,no,shell programming,database security,Software Engineering,security,Technical Support
65.57409497,65.57409497,7,4,3,5,yes,yes,hadoop,web technologies,Computer Architecture,system developer,Technical Support
65.57061265,65.57061265,8,3,9,8,yes,no,python,hacking,cloud computing,testing,Technical Support
65.56713033,65.56713033,7,3,8,7,yes,no,full stack,game development,Software Engineering,testing,Technical Support
65.56364801,65.56364801,8,5,1,2,no,yes,r programming,data science,networks,Business process analyst,Technical Support
65.5601657,65.5601657,9,6,4,2,no,yes,machine learning,web technologies,hacking,Business process analyst,Technical Support
65.55668338,65.55668338,4,5,3,9,yes,no,r programming,hacking,Management,system developer,Technical Support
65.55320106,65.55320106,3,3,5,8,no,yes,full stack,web technologies,cloud computing,cloud computing,Technical Support
65.54971874,65.54971874,5,5,5,8,no,no,distro making,testing,data engineering,security,Technical Support
65.54623642,65.54623642,4,6,6,6,no,yes,machine learning,data science,Computer Architecture,developer,Technical Support
65.54275411,65.54275411,5,5,6,2,yes,yes,app development,cloud computing,hacking,testing,Technical Support
65.53927179,65.53927179,9,5,8,7,no,no,machine learning,testing,hacking,developer,Technical Support
65.53578947,65.53578947,7,6,4,9,yes,no,hadoop,system designing,parallel computing,testing,Technical Support
65.53230715,65.53230715,1,0,4,8,yes,yes,full stack,hacking,data engineering,cloud computing,Technical Support
65.52882484,65.52882484,4,0,6,5,no,no,app development,game development,Management,cloud computing,Technical Support
65.52534252,65.52534252,9,5,4,3,no,no,r programming,system designing,data engineering,cloud computing,Technical Support
65.5218602,65.5218602,1,6,4,6,no,no,shell programming,game development,parallel computing,developer,Technical Support
65.51837788,65.51837788,3,2,5,1,yes,yes,shell programming,game development,networks,Business process analyst,Technical Support
65.51489556,65.51489556,2,1,3,6,yes,no,r programming,hacking,Management,cloud computing,Technical Support
65.51141325,65.51141325,7,3,7,2,no,yes,hadoop,cloud computing,IOT,cloud computing,Technical Support
65.50793093,65.50793093,5,5,6,5,no,no,r programming,system designing,Computer Architecture,developer,Technical Support
65.50444861,65.50444861,3,5,3,6,yes,yes,hadoop,hacking,Computer Architecture,testing,Technical Support
65.50096629,65.50096629,4,5,5,8,no,yes,r programming,data science,Computer Architecture,testing,Technical Support
65.49748397,65.49748397,5,2,8,2,yes,no,machine learning,system designing,cloud computing,security,Technical Support
65.49400166,65.49400166,6,5,2,5,yes,yes,python,web technologies,hacking,security,Technical Support
65.49051934,65.49051934,2,0,6,3,no,no,shell programming,system designing,parallel computing,system developer,Technical Support
65.48703702,65.48703702,3,6,1,6,no,no,information security,database security,networks,testing,Technical Support
65.4835547,65.4835547,4,5,5,4,yes,yes,app development,database security,IOT,testing,Technical Support
65.48007238,65.48007238,9,2,5,9,no,no,full stack,cloud computing,Software Engineering,system developer,Technical Support
65.47659007,65.47659007,5,2,4,6,yes,yes,python,hacking,data engineering,system developer,Technical Support
65.47310775,65.47310775,5,3,1,3,no,yes,hadoop,testing,cloud computing,system developer,Technical Support
65.46962543,65.46962543,9,3,5,5,yes,no,shell programming,game development,cloud computing,cloud computing,Technical Support
65.46614311,65.46614311,4,4,6,6,no,yes,python,testing,Computer Architecture,cloud computing,Technical Support
65.46266079,65.46266079,2,1,4,7,yes,no,machine learning,data science,Software Engineering,security,Technical Support
65.45917848,65.45917848,7,0,7,8,yes,yes,app development,web technologies,cloud computing,developer,Technical Support
65.45569616,65.45569616,5,6,7,3,no,yes,machine learning,hacking,data engineering,system developer,Technical Support
65.45221384,65.45221384,4,5,8,3,no,yes,hadoop,data science,hacking,security,Technical Support
65.44873152,65.44873152,2,5,8,6,yes,yes,information security,hacking,Computer Architecture,developer,Technical Support
65.4452492,65.4452492,4,4,3,6,no,no,hadoop,cloud computing,parallel computing,Business process analyst,Technical Support
65.44176689,65.44176689,8,5,6,9,yes,no,hadoop,hacking,parallel computing,testing,Technical Support
65.43828457,65.43828457,3,5,9,2,no,yes,r programming,web technologies,parallel computing,developer,Technical Support
65.43480225,65.43480225,9,2,2,6,yes,no,distro making,testing,cloud computing,testing,Technical Support
65.43131993,65.43131993,1,4,3,4,yes,yes,hadoop,system designing,cloud computing,developer,Technical Support
65.42783762,65.42783762,3,1,8,2,yes,yes,shell programming,database security,data engineering,security,Technical Support
65.4243553,65.4243553,8,3,6,1,yes,no,distro making,web technologies,parallel computing,developer,Technical Support
65.42087298,65.42087298,6,0,5,4,no,no,information security,testing,data engineering,developer,Technical Support
65.41739066,65.41739066,7,6,4,6,no,no,information security,database security,networks,cloud computing,Technical Support
65.41390834,65.41390834,1,3,6,4,yes,no,distro making,web technologies,data engineering,Business process analyst,Technical Support
65.41042603,65.41042603,8,4,8,9,no,yes,distro making,web technologies,parallel computing,developer,Technical Support
65.40694371,65.40694371,9,1,6,1,yes,no,machine learning,data science,Management,security,Technical Support
65.40346139,65.40346139,4,6,3,9,yes,no,machine learning,web technologies,data engineering,Business process analyst,Technical Support
65.39997907,65.39997907,7,5,6,9,yes,no,r programming,hacking,Software Engineering,Business process analyst,Technical Support
65.39649675,65.39649675,1,1,1,5,no,no,machine learning,testing,networks,security,Technical Support
65.39301444,65.39301444,5,6,7,8,no,no,information security,web technologies,Software Engineering,developer,Technical Support
65.38953212,65.38953212,8,1,9,9,no,no,machine learning,web technologies,Management,system developer,Technical Support
65.3860498,65.3860498,8,6,6,6,no,yes,app development,hacking,networks,security,Technical Support
65.38256748,65.38256748,1,3,6,1,no,yes,distro making,cloud computing,data engineering,developer,Technical Support
65.37908516,65.37908516,7,4,5,7,no,yes,hadoop,data science,IOT,system developer,Technical Support
65.37560285,65.37560285,4,6,6,6,yes,no,shell programming,cloud computing,programming,developer,Technical Support
65.37212053,65.37212053,2,6,7,8,yes,no,r programming,web technologies,parallel computing,testing,Technical Support
65.36863821,65.36863821,2,5,8,6,no,yes,machine learning,cloud computing,hacking,cloud computing,Technical Support
65.36515589,65.36515589,8,4,9,7,no,yes,machine learning,data science,parallel computing,developer,Technical Support
65.36167357,65.36167357,5,1,7,2,no,yes,hadoop,cloud computing,networks,cloud computing,Technical Support
65.35819126,65.35819126,5,4,5,7,no,no,machine learning,web technologies,Computer Architecture,testing,Technical Support
65.35470894,65.35470894,6,5,8,7,yes,no,python,web technologies,Software Engineering,cloud computing,Technical Support
65.35122662,65.35122662,9,3,6,7,yes,yes,machine learning,data science,data engineering,developer,Technical Support
65.3477443,65.3477443,1,0,5,4,yes,yes,information security,game development,programming,Business process analyst,Technical Support
65.34426199,65.34426199,2,6,8,6,no,yes,distro making,testing,programming,security,Technical Support
65.34077967,65.34077967,9,4,6,3,no,no,app development,web technologies,Software Engineering,developer,Technical Support
65.33729735,65.33729735,1,5,7,3,yes,yes,full stack,hacking,Management,Business process analyst,Technical Support
65.33381503,65.33381503,4,6,4,5,no,yes,app development,cloud computing,Management,Business process analyst,Technical Support
65.33033271,65.33033271,6,3,3,3,no,yes,distro making,system designing,data engineering,Business process analyst,Technical Support
